,Mean Temp,Rel Hum,Wind Spd,Total Snow
1139,-8.2,69,9,0
1140,0.5,71,16,0
1141,5.3,87,15,0
1142,-2,69,23,0
1143,-4.1,68,14,0
1144,0.4,65,14,0
1145,0.7,86,8,0
1146,9.7,94,13,0
1147,6.2,79,20,0
1148,-0.6,69,14,0
1149,2.7,88,15,0
1150,2.9,70,14,0
1151,6.5,71,29,0
1152,3.3,57,19,0
1153,6.2,53,21,0
1154,9,55,18,0
1155,1.8,71,19,1
1156,1,62,32,1
1157,0,56,27,0
1158,-1.2,46,26,0
1159,-0.9,53,13,0
1160,-0.2,73,16,0
1161,0.6,86,11,1
1162,-2,64,16,0
1163,0.3,64,27,1
1164,-0.9,62,18,0
1165,-0.8,60,16,0
1166,-1.9,71,9,1
1167,-1.4,74,22,0
1168,-1.9,70,32,0
1169,-0.3,66,19,1
1170,-3.8,58,29,0
1171,0,49,23,0
1172,2.1,45,14,0
1173,-3.7,36,14,0
1174,-2.2,50,14,0
1175,0.1,40,22,0
1176,0.6,47,25,0
1177,-0.1,50,24,0
1178,-1.4,40,24,0
1179,-2.3,51,14,0
1180,3.4,58,17,0
1181,4.8,78,13,0
1182,5.1,82,11,0
1183,3.7,92,15,0
1184,1.6,59,24,0
1185,3.9,64,24,0
1186,-0.1,49,24,0
1187,1.9,51,10,0
1188,3.3,69,17,0
1189,0.2,74,38,0
1190,-1.7,51,21,0
1191,0.6,75,19,1
1192,-2.6,54,22,0
1193,-1.9,52,21,0
1194,-1.1,56,10,0
1195,1.7,63,12,1
1196,2.6,76,16,0
1197,6.9,83,14,0
1198,3.8,83,13,0
1199,-0.3,87,25,1
1200,-1.6,84,30,1
1201,1.9,90,23,0
1202,-0.5,71,28,1
1203,1.8,71,21,0
1204,1.4,61,25,0
1205,3,55,20,0
1206,6,42,10,0
1207,8.5,35,9,0
1208,10.4,33,11,0
1209,11.8,62,9,0
1210,7.5,92,16,0
1211,9.7,61,20,0
1212,8.5,61,11,0
1213,4.5,80,24,0
1214,6,46,28,1
1215,10.6,29,16,0
1216,18,33,16,0
1217,22.8,42,25,0
1218,15.9,83,19,0
1219,16.6,80,26,0
1220,16.4,62,18,0
1221,14.8,57,11,0
1222,12.9,40,12,0
1223,12.8,43,8,0
1224,15.8,56,10,0
1225,12.6,62,29,0
1226,8.1,45,13,0
1227,11.1,38,10,0
1228,12.7,50,10,0
1229,16.8,66,12,0
1230,16.2,74,15,0
1231,14.1,63,10,0
1232,18,57,16,0
1233,13.4,30,19,0
1234,13.4,83,11,0
1235,14.6,70,19,0
1236,14.1,43,9,0
1237,14.4,85,7,0
1238,18,57,16,0
1239,20.4,50,13,0
1240,23.2,43,20,0
1241,22.2,59,12,0
1242,21.6,75,10,0
1243,22.9,60,12,0
1244,23,59,12,0
1245,23.8,56,11,0
1246,25.5,74,16,0
1247,21.6,76,18,0
1248,17.4,70,14,0
1249,17.7,77,10,0
1250,16.8,68,27,0
1251,13,69,24,0
1252,13.3,70,15,0
1253,17.3,65,12,0
1254,17.4,60,14,0
1255,18.2,52,8,0
1256,18.4,43,19,0
1257,17.1,38,14,0
1258,18.4,56,10,0
1259,23,66,24,0
1260,19.9,45,27,0
1261,19.1,48,11,0
1262,21.7,49,10,0
1263,24.6,59,14,0
1264,25.4,68,26,0
1265,19.6,61,14,0
1266,20.4,54,11,0
1267,18.1,52,15,0
1268,17.9,53,14,0
1269,18,88,10,0
1270,18.1,84,12,0
1271,18.1,56,15,0
1272,17.3,49,12,0
1273,19.3,86,9,0
1274,24.6,69,16,0
1275,25.3,58,13,0
1276,28.7,67,18,0
1277,29.1,61,14,0
1278,27,63,17,0
1279,24.7,51,11,0
1280,26.4,52,10,0
1281,27.2,66,13,0
1282,20.3,52,25,0
1283,19.7,46,11,0
1284,21.6,51,12,0
1285,23.6,50,16,0
1286,24.3,50,22,0
1287,22.2,50,14,0
1288,23.3,42,11,0
1289,25.8,45,12,0
1290,25.1,61,10,0
1291,25.9,68,10,0
1292,26.6,78,11,0
1293,22.7,54,20,0
1294,19.8,58,13,0
1295,20.7,51,12,0
1296,24.2,60,16,0
1297,22.1,66,20,0
1298,20.4,85,14,0
1299,24.4,79,12,0
1300,26,80,13,0
1301,24.5,73,13,0
1302,23.3,69,14,0
1303,21.7,70,18,0
1304,19.3,73,16,0
1305,19.9,66,11,0
1306,22,71,9,0
1307,22,75,10,0
1308,23.7,78,17,0
1309,24.2,66,13,0
1310,24.5,70,8,0
1311,25.7,65,9,0
1312,27,59,15,0
1313,27.8,71,15,0
1314,24.4,79,10,0
1315,21.6,87,9,0
1316,23.1,70,15,0
1317,21.1,62,12,0
1318,21.1,61,9,0
1319,23.1,62,8,0
1320,23.2,68,9,0
1321,26,56,16,0
1322,25.7,62,16,0
1323,25.1,78,9,0
1324,25.3,86,13,0
1325,22,75,10,0
1326,21,73,10,0
1327,21.7,78,12,0
1328,22.8,88,15,0
1329,18.3,71,21,0
1330,20.7,57,17,0
1331,20.8,62,11,0
1332,22.9,78,13,0
1333,24.5,77,15,0
1334,24.3,83,11,0
1335,28,72,20,0
1336,23,73,21,0
1337,16.8,75,14,0
1338,19.8,73,9,0
1339,21.3,82,11,0
1340,26.1,77,14,0
1341,26.8,72,16,0
1342,23.9,80,10,0
1343,27.9,70,17,0
1344,21.4,72,19,0
1345,19.8,62,16,0
1346,14.6,53,13,0
1347,14.3,61,20,0
1348,14.1,91,17,0
1349,17.6,82,12,0
1350,18.3,81,8,0
1351,20.8,76,13,0
1352,23.8,78,8,0
1353,24.3,77,8,0
1354,24,77,8,0
1355,23.5,83,10,0
1356,21.5,75,17,0
1357,17.8,73,12,0
1358,16.9,78,14,0
1359,22.4,67,31,0
1360,13.2,61,15,0
1361,12.8,63,9,0
1362,14.9,78,20,0
1363,18.6,93,17,0
1364,17.6,70,23,0
1365,13.1,72,8,0
1366,16.6,70,16,0
1367,12.2,63,18,0
1368,11.2,73,8,0
1369,10,87,15,0
1370,11.2,92,13,0
1371,14.3,87,9,0
1372,14.6,69,28,0
1373,8.9,68,16,0
1374,13.1,89,9,0
1375,13.1,91,14,0
1376,12.6,92,10,0
1377,21.2,83,8,0
1378,23,78,12,0
1379,15,70,26,0
1380,8.2,64,25,0
1381,6.7,70,18,0
1382,9.2,64,8,0
1383,8,75,22,0
1384,6.5,56,23,0
1385,5.1,63,28,0
1386,3.5,64,17,0
1387,10.6,56,26,0
1388,7.3,62,24,0
1389,3,61,22,0
1390,6.6,64,8,0
1391,5.4,77,19,0
1392,3.6,73,21,0
1393,4.5,67,8,0
1394,6.7,72,17,0
1395,3.5,79,19,1
1396,3.5,88,10,1
1397,4.1,69,21,0
1398,4.9,72,11,0
1399,8.9,90,13,0
1400,6.2,88,10,0
1401,4.4,90,17,0
1402,3.6,74,21,0
1403,3.4,77,16,0
1404,8.8,87,12,0
1405,12.4,81,29,0
1406,6.6,69,29,0
1407,4.1,65,18,0
1408,2.5,83,17,1
1409,-0.1,64,34,0
1410,0.6,64,14,0
1411,3.6,60,9,0
1412,-1.3,77,20,1
1413,-2.2,63,16,0
1414,-2.4,73,16,1
1415,1.2,91,17,1
1416,-1.2,73,19,0
1417,-1.9,73,8,0
1418,0.1,67,7,0
1419,-1.2,69,19,1
1420,-5.8,54,32,0
1421,-9.6,51,14,0
1422,-1.7,56,13,0
1423,3.4,84,13,0
1424,5.7,82,14,0
1425,3.8,88,17,0
1426,0.4,79,32,1
1427,0.8,72,31,0
1428,0.9,77,15,0
1429,0.8,80,6,0
1430,1.4,82,17,1
1431,6.7,93,12,0
1432,2.7,79,25,1
1433,-3.1,67,11,0
1434,-3.5,67,11,1
1435,-1,71,23,0
1436,-6.2,62,10,0
1437,-3.3,62,18,0
1438,-2.9,64,18,0
1439,-0.1,70,10,0
1440,-1.8,78,14,1
1441,0.2,79,16,1
1442,0.7,91,10,1
1443,2.2,92,8,0
1444,1.7,84,10,0
1445,1.7,83,11,0
1446,0.9,69,25,0
1447,-3,65,13,0
1448,1.6,74,11,0
1449,2.5,78,8,0
1450,2.1,87,26,0
1451,-1.2,70,29,0
1452,-0.6,75,9,1
1453,-1.3,79,18,0
1454,-1.5,75,8,0
1455,-1.9,72,16,0
1456,-2.3,75,18,0
1457,7.6,88,16,0
1458,-2.2,69,19,0
1459,-3,78,11,1
1460,1.3,83,11,0
1461,-1.4,77,25,0
1462,-4.9,78,10,1
1463,-1,76,21,1
1464,3.6,73,22,0
1465,1.2,83,13,0
1466,-1.7,66,24,0
1467,-1.4,68,21,0
1468,5.3,86,14,0
1469,-1.3,69,33,0
1470,-8,64,32,0
1471,-10.7,58,17,0
1472,-6.7,56,11,0
1473,-8.7,56,12,0
1474,-4.3,68,9,0
1475,-2,77,19,0
1476,-6.3,66,26,1
1477,-8.4,64,8,1
1478,-5.4,73,17,1
1479,-13.6,68,21,1
1480,-18,66,35,1
1481,-16.7,58,24,0
1482,-9.9,67,10,1
1483,2.5,90,12,1
1484,-0.4,77,23,1
1485,-7.6,67,32,1
1486,-10.5,62,15,1
1487,-11.1,70,24,1
1488,-12.7,71,19,1
1489,-8.8,70,26,1
1490,-19,59,32,1
1491,-18.6,61,34,0
1492,-14.6,58,14,0
1493,-6.9,74,13,0
1494,3.9,87,11,0
1495,9.2,79,12,0
1496,1.3,77,21,0
1497,-3.9,85,14,1
1498,0.2,91,12,0
1499,-2.2,69,45,1
1500,-7,62,24,0
1501,-6.5,65,10,1
1502,-5.2,71,18,1
1503,-3.6,79,26,1
1504,-2.2,79,32,1
1505,-2,75,17,0
1506,-0.5,74,28,0
1507,-5.3,66,17,1
1508,-8.5,67,17,1
1509,-10.1,67,21,1
1510,-9.9,64,12,0
1511,-5.9,74,15,0
1512,-0.1,71,25,0
1513,-1.7,68,9,0
1514,-1.6,74,16,0
1515,1.9,84,34,1
1516,-5.6,68,43,1
1517,-8.2,59,19,0
1518,-10.6,70,17,1
1519,-12.1,71,10,0
1520,-7,70,7,0
1521,-3.6,76,12,1
1522,-5.6,68,13,1
1523,-11,65,21,0
1524,-12,61,23,0
1525,-12,60,20,0
1526,-10,61,19,0
1527,-8.1,58,9,0
1528,-5.4,61,17,0
1529,3,83,27,0
1530,0,66,31,0
1531,0.1,60,19,0
1532,0.7,68,9,0
1533,5.2,78,9,0
1534,4.9,80,26,0
1535,-1.5,64,31,0
1536,-2.2,56,19,0
1537,-0.3,58,16,0
1538,0.9,64,9,1
1539,4.6,57,14,0
1540,5.4,79,10,0
1541,-0.4,68,35,0
1542,-0.9,45,26,0
1543,3.6,58,19,0
1544,-0.6,43,16,0
1545,0.2,37,11,0
1546,1.9,44,11,0
1547,5.3,58,17,0
1548,7.5,48,15,0
1549,2.3,83,17,1
1550,-0.9,77,29,1
1551,-1.1,58,18,0
1552,4.7,50,15,0
1553,3.5,48,32,1
1554,1.8,43,13,0
1555,2,66,12,0
1556,8.8,72,10,0
1557,9.5,64,14,0
1558,10.1,80,18,0
1559,6.4,73,25,0
1560,4.1,58,20,0
1561,1.6,61,20,0
1562,9,68,18,0
1563,9.7,49,21,0
1564,2.8,75,17,0
1565,4.9,67,30,0
1566,3.4,66,10,0
1567,7.4,51,16,0
1568,13.9,68,18,0
1569,8.9,90,24,0
1570,6.7,91,15,0
1571,9.4,84,7,0
1572,10.7,76,7,0
1573,10.4,78,19,0
1574,8.7,64,19,0
1575,7.6,66,9,0
1576,8.1,81,29,0
1577,4.5,64,33,0
1578,6.1,45,21,0
1579,3.2,57,17,1
1580,6.4,73,12,0
1581,6.7,86,17,0
1582,7.5,90,10,0
1583,8.8,87,12,0
1584,9.6,88,8,0
1585,10.8,67,9,0
1586,15.2,61,19,0
1587,9.7,59,16,0
1588,7.2,48,23,0
1589,12,67,26,0
1590,9.9,77,22,0
1591,6.9,62,15,0
1592,7.1,78,35,0
1593,9.1,94,26,0
1594,11,72,14,0
1595,12.6,62,14,0
1596,11,76,16,0
1597,13.6,67,15,0
1598,10.9,56,15,0
1599,15.4,69,17,0
1600,11.9,74,25,0
1601,11.6,55,15,0
1602,11.3,56,19,0
1603,17.2,68,23,0
1604,16.6,70,17,0
1605,15.5,92,13,0
1606,17.8,65,12,0
1607,16.7,60,15,0
1608,11.3,89,27,0
1609,13.1,87,14,0
1610,16.3,78,16,0
1611,13.8,62,14,0
1612,16,76,14,0
1613,14,56,22,0
1614,11.6,54,25,0
1615,12.2,68,14,0
1616,14.6,92,14,0
1617,18.7,68,14,0
1618,19,51,13,0
1619,18.4,36,22,0
1620,19.7,48,19,0
1621,15.7,86,18,0
1622,16.5,53,21,0
1623,16,51,15,0
1624,14.6,88,16,0
1625,16.8,58,27,0
1626,17.2,73,21,0
1627,15.5,69,16,0
1628,17.8,65,15,0
1629,20.3,56,13,0
1630,20.8,61,14,0
1631,18.9,85,16,0
1632,18.8,63,16,0
1633,18.6,54,14,0
1634,19.3,51,17,0
1635,20.3,67,15,0
1636,21.3,71,20,0
1637,23.7,59,18,0
1638,23,51,15,0
1639,23.4,71,13,0
1640,23.4,69,15,0
1641,19.7,62,16,0
1642,20.8,62,16,0
1643,23.3,75,11,0
1644,23.9,68,14,0
1645,23.7,61,14,0
1646,26.1,74,18,0
1647,26.5,69,18,0
1648,20.1,52,18,0
1649,20.2,53,14,0
1650,21.4,44,14,0
1651,22.3,59,16,0
1652,23.8,71,22,0
1653,20.5,72,14,0
1654,23.3,68,19,0
1655,22.1,60,15,0
1656,21.2,63,16,0
1657,25.2,71,17,0
1658,25.1,88,14,0
1659,25.2,84,18,0
1660,26.5,80,17,0
1661,27.6,75,18,0
1662,24.7,58,16,0
1663,20.7,74,12,0
1664,20.6,53,11,0
1665,21,56,12,0
1666,22.5,60,12,0
1667,23.3,64,18,0
1668,24.3,60,21,0
1669,26.4,65,15,0
1670,26.4,67,21,0
1671,24.4,77,15,0
1672,21.8,62,12,0
1673,20.8,53,16,0
1674,21.5,50,15,0
1675,22.8,57,13,0
1676,22.3,57,16,0
1677,22.3,58,18,0
1678,24,77,14,0
1679,22.6,71,13,0
1680,21.8,65,19,0
1681,20.1,58,22,0
1682,19.9,56,18,0
1683,21.6,52,13,0
1684,24.3,71,13,0
1685,23.5,65,14,0
1686,21.2,54,17,0
1687,19.6,62,20,0
1688,20.8,74,15,0
1689,23.2,80,14,0
1690,22.9,87,17,0
1691,22.9,66,17,0
1692,22.2,73,14,0
1693,24.9,73,17,0
1694,20.1,56,16,0
1695,18.8,60,13,0
1696,17.3,62,17,0
1697,18.9,68,18,0
1698,20.2,69,20,0
1699,20,90,22,0
1700,21.9,65,14,0
1701,20.3,61,19,0
1702,19.9,54,19,0
1703,17.8,60,13,0
1704,17.5,79,17,0
1705,20.3,74,11,0
1706,18.2,83,17,0
1707,16.9,72,21,0
1708,16.3,63,12,0
1709,16.8,78,16,0
1710,16.9,70,15,0
1711,13.8,72,14,0
1712,13.8,66,18,0
1713,17.6,78,17,0
1714,23.2,80,13,0
1715,16.6,75,21,0
1716,17.7,81,23,0
1717,18,67,19,0
1718,14.6,83,12,0
1719,15.6,82,19,0
1720,16.9,68,12,0
1721,17.6,65,12,0
1722,19.3,72,13,0
1723,18.7,76,13,0
1724,21.8,76,14,0
1725,26.1,62,23,0
1726,20.1,69,22,0
1727,17.2,61,16,0
1728,19.7,61,23,0
1729,16.9,66,18,0
1730,15.8,62,19,0
1731,16.4,86,14,0
1732,11.8,69,24,0
1733,14.9,78,21,0
1734,23.1,82,17,0
1735,14.3,88,22,0
1736,10.2,88,22,0
1737,8,76,14,0
1738,8.8,71,23,0
1739,16.6,76,18,0
1740,12.7,60,14,0
1741,12.3,69,14,0
1742,11.1,71,19,0
1743,12,78,19,0
1744,13.9,68,20,0
1745,10,71,17,0
1746,10.7,59,24,0
1747,8.6,58,16,0
1748,8.6,69,15,0
1749,10,85,15,0
1750,7.7,78,34,0
1751,7.3,69,15,0
1752,6.6,81,14,0
1753,10.6,86,14,0
1754,10.6,80,24,0
1755,12.9,79,21,0
1756,10.4,59,22,0
1757,9.1,63,19,0
1758,7.9,74,14,0
1759,5.8,79,20,0
1760,10.2,89,23,0
1761,10.4,82,14,0
1762,11.2,86,14,0
1763,7.7,86,18,0
1764,7.3,95,20,0
1765,3.3,68,26,0
1766,4,81,18,0
1767,3.6,72,15,0
1768,7.3,70,25,0
1769,4.5,64,17,0
1770,1.4,69,15,1
1771,-0.2,81,11,1
1772,-2.6,67,11,0
1773,-0.4,66,23,0
1774,3.1,76,18,1
1775,-3.9,82,26,1
1776,-7.6,72,14,1
1777,-7.8,77,14,1
1778,-1,73,16,1
1779,-1.6,71,20,0
1780,-6.8,67,26,0
1781,-2.3,68,18,0
1782,0.5,92,18,1
1783,2.3,91,13,0
1784,3.7,84,10,0
1785,4.8,89,20,0
1786,3.9,66,30,0
1787,1.8,74,17,0
1788,1.7,80,11,0
1789,4.8,86,15,0
1790,6.4,76,11,0
1791,7.1,81,24,0
1792,1.5,74,24,0
1793,-2.1,77,15,0
1794,-2.7,77,20,0
1795,-2.5,91,36,1
1796,-4,83,21,1
1797,-4.3,80,14,1
1798,1.3,83,18,0
1799,-0.9,69,24,1
1800,-2.9,79,15,1
1801,-4.3,72,14,0
1802,1.7,75,22,0
1803,7.6,90,19,0
1804,1.5,68,24,0
1805,-5.7,62,23,0
1806,-5,68,16,0
1807,2.3,67,17,0
1808,1.6,91,20,1
1809,-2.6,70,26,0
1810,-2.3,69,13,0
1811,-1.2,73,14,0
1812,-9.1,72,22,1
1813,-11.4,78,13,1
1814,-7.4,75,17,0
1815,-3,82,16,0
1816,3.1,78,19,0
1817,4.5,72,18,0
1818,-1.4,81,19,0
1819,0.6,92,14,0
1820,2.4,90,16,0
1821,6.9,86,17,0
1822,3,72,12,0
1823,1.1,90,28,0
1824,5.6,80,32,0
1825,0.4,83,24,1
